"","StockCode","Categoria"
"996","21465","Categoria 5"
"997","22585","Categoria 8"
"998","20661","Categoria 7"
"999","22309","Categoria 8"
"1000","22308","Categoria 7"
"1001","47502","Categoria 8"
"1002","21416","Categoria 4"
"1003","21417","Categoria 5"
"1004","20729","Categoria 4"
"1005","21796","Categoria 8"
"1006","21082","Categoria 8"
"1007","20856","Categoria 7"
"1008","21153","Categoria 4"
"1009","21468","Categoria 4"
"1010","21466","Categora 1"
"1011","22443","Categora 1"
"1012","22442","Categoria 2"
"1013","21896","Categoria 8"
"1014","22220","Categora 1"
"1015","22222","Categoria 3"
"1016","21651","Categora 1"
"1017","22618","Categoria 5"
"1018","51014L","Categoria 8"
"1019","51014A","Categoria 2"
"1020","22251","Categoria 6"
"1021","85188B","Categoria 5"
"1022","84247G","Categoria 4"
"1023","22570","Categoria 3"
"1024","22569","Categora 1"
"1025","22444","Categoria 4"
"1026","20969","Categoria 5"
"1027","21411","Categoria 8"
"1028","21363","Categoria 7"
"1029","20738","Categoria 5"
"1030","71406C","Categoria 8"
"1031","21215","Categoria 5"
"1032","22329","Categoria 4"
"1033","21035","Categoria 8"
"1034","22199","Categoria 5"
"1035","22315","Categoria 6"
"1036","21214","Categoria 2"
"1037","18094C","Categora 1"
"1038","21123","Categora 1"
"1039","84806A","Categoria 5"
"1040","84802B","Categoria 3"
"1041","84799","Categora 1"
"1042","84993A","Categoria 8"
"1043","22269","Categoria 8"
"1044","16235","Categoria 7"
"1045","22128","Categoria 4"
"1046","21588","Categoria 6"
"1047","21589","Categoria 2"
"1048","85215","Categoria 8"
"1049","21700","Categoria 7"
"1050","85217","Categoria 8"
"1051","20829","Categoria 4"
"1052","21203","Categoria 4"
"1053","21206","Categora 1"
"1054","85231E","Categoria 7"
"1055","72008","Categora 1"
"1056","15044A","Categoria 8"
"1057","21209","Categoria 6"
"1058","22436","Categoria 6"
"1059","22437","Categoria 5"
"1060","22435","Categoria 7"
"1061","22566","Categoria 6"
"1062","85060","Categoria 4"
"1063","21632","Categora 1"
"1064","21749","Categoria 6"
"1065","21124","Categoria 3"
"1066","85109","Categora 1"
"1067","84803A","Categoria 3"
"1068","15044D","Categoria 5"
"1069","35965","Categoria 4"
"1070","40016","Categoria 5"
"1071","21122","Categora 1"
"1072","22607","Categoria 6"
"1073","22606","Categora 1"
"1074","22434","Categoria 5"
"1075","15058C","Categoria 5"
"1076","84796A","Categoria 8"
"1077","84796B","Categoria 7"
"1078","21241","Categoria 4"
"1079","21240","Categora 1"
"1080","21239","Categoria 4"
"1081","21238","Categoria 8"
"1082","21245","Categoria 4"
"1083","21244","Categora 1"
"1084","21243","Categoria 4"
"1085","21242","Categoria 6"
"1086","84815","Categoria 6"
"1087","22478","Categoria 6"
"1088","22477","Categoria 7"
"1089","82484","Categoria 2"
"1090","22515","Categoria 5"
"1091","22516","Categoria 5"
"1092","22517","Categoria 7"
"1093","22518","Categora 1"
"1094","22519","Categoria 8"
"1095","22520","Categoria 6"
"1096","22521","Categoria 2"
"1097","22522","Categora 1"
"1098","22523","Categoria 2"
"1099","22525","Categoria 5"
"1100","22398","Categoria 6"
"1101","22402","Categora 1"
"1102","22396","Categoria 2"
"1103","84675","Categoria 5"
"1104","22431","Categoria 8"
"1105","22433","Categoria 6"
"1106","22458","Categoria 5"
"1107","22459","Categoria 4"
"1108","21033","Categoria 5"
"1109","47503K","Categoria 4"
"1110","22605","Categoria 7"
"1111","90162A","Categoria 7"
"1112","90002C","Categoria 7"
"1113","90002B","Categoria 7"
"1114","90210A","Categoria 6"
"1115","90210D","Categoria 7"
"1116","90210B","Categoria 6"
"1117","90020","Categoria 2"
"1118","90001D","Categoria 3"
"1119","90001B","Categoria 3"
"1120","90013A","Categoria 3"
"1121","90013D","Categoria 6"
"1122","90192","Categoria 5"
"1123","21058","Categoria 8"
"1124","16219","Categora 1"
"1125","84212","Categoria 8"
"1126","20696","Categoria 8"
"1127","84313A","Categoria 2"
"1128","84313B","Categora 1"
"1129","84313C","Categoria 2"
"1130","85025B","Categora 1"
"1131","85025C","Categora 1"
"1132","22524","Categoria 7"
"1133","22514","Categoria 2"
"1134","21077","Categora 1"
"1135","47592A","Categoria 6"
"1136","47592B","Categoria 5"
"1137","22327","Categoria 5"
"1138","90201D","Categoria 8"
"1139","90201A","Categoria 3"
"1140","90162B","Categoria 3"
"1141","90162C","Categoria 6"
"1142","22537","Categoria 5"
"1143","22540","Categoria 2"
"1144","22545","Categoria 4"
"1145","22546","Categoria 4"
"1146","22539","Categora 1"
"1147","22532","Categoria 7"
"1148","22529","Categoria 7"
"1149","22536","Categoria 5"
"1150","22535","Categoria 2"
"1151","21787","Categoria 6"
"1152","22558","Categoria 2"
"1153","20996","Categoria 2"
"1154","22432","Categora 1"
"1155","20654","Categora 1"
"1156","85184D","Categoria 5"
"1157","84820","Categoria 2"
"1158","84821","Categoria 6"
"1159","37450","Categoria 6"
"1160","85216","Categoria 2"
"1161","16212","Categoria 5"
"1162","37447","Categoria 7"
"1163","37448","Categoria 5"
"1164","47585A","Categoria 6"
"1165","84535B","Categoria 3"
"1166","82613C","Categoria 2"
"1167","21933","Categoria 2"
"1168","22557","Categoria 7"
"1169","22624","Categoria 6"
"1170","22625","Categoria 7"
"1171","22528","Categora 1"
"1172","21655","Categoria 3"
"1173","22488","Categoria 6"
"1174","84927E","Categoria 4"
"1175","82613B","Categoria 3"
"1176","22410","Categora 1"
"1177","22405","Categora 1"
"1178","21981","Categoria 3"
"1179","22565","Categoria 5"
"1180","16202B","Categora 1"
"1181","21272","Categoria 7"
"1182","85119","Categoria 2"
"1183","82482","Categoria 6"
"1184","85121C","Categoria 4"
"1185","35809B","Categoria 4"
"1186","35810B","Categora 1"
"1187","20793","Categoria 6"
"1188","22200","Categoria 6"
"1189","22201","Categoria 8"
"1190","22204","Categoria 5"
"1191","21358","Categoria 5"
"1192","21335","Categoria 4"
"1193","22093","Categoria 7"
"1194","20768","Categoria 8"
"1195","20774","Categoria 4"
"1196","84536A","Categoria 2"
"1197","22030","Categoria 4"
"1198","22033","Categoria 7"
"1199","21062","Categoria 5"
"1200","20973","Categoria 2"
"1201","21452","Categora 1"
"1202","21914","Categoria 4"
"1203","21915","Categoria 7"
"1204","22175","Categoria 7"
"1205","22176","Categoria 5"
"1206","84683","Categoria 2"
"1207","21355","Categoria 4"
"1208","22361","Categoria 5"
"1209","22362","Categoria 5"
"1210","21894","Categoria 7"
"1211","22479","Categoria 7"
"1212","20846","Categoria 2"
"1213","21665","Categoria 5"
"1214","21763","Categora 1"
"1215","72802C","Categoria 4"
"1216","85035A","Categoria 7"
"1217","22627","Categoria 4"
"1218","21441","Categoria 3"
"1219","21401","Categoria 6"
"1220","22620","Categoria 2"
"1221","22438","Categoria 8"
"1222","21481","Categoria 4"
"1223","21407","Categoria 4"
"1224","22460","Categoria 7"
"1225","21647","Categoria 3"
"1226","22294","Categoria 3"
"1227","16202A","Categoria 6"
"1228","22554","Categoria 3"
"1229","22556","Categora 1"
"1230","22555","Categoria 5"
"1231","21121","Categoria 6"
"1232","22493","Categoria 2"
"1233","22622","Categoria 8"
"1234","22440","Categoria 8"
"1235","22531","Categoria 7"
"1236","22491","Categoria 5"
"1237","22489","Categoria 8"
"1238","20686","Categoria 6"
"1239","22360","Categoria 6"
"1240","22364","Categora 1"
"1241","22430","Categoria 2"
"1242","22646","Categoria 2"
"1243","22219","Categoria 5"
"1244","85124B","Categoria 2"
"1245","84818","Categoria 5"
"1246","85130A","Categoria 3"
"1247","21539","Categoria 4"
"1248","21246","Categoria 6"
"1249","21039","Categora 1"
"1250","22073","Categoria 4"
"1251","37500","Categoria 5"
"1252","21531","Categora 1"
"1253","22064","Categoria 4"
"1254","21112","Categoria 5"
"1255","21400","Categora 1"
"1256","22343","Categoria 7"
"1257","71495B","Categoria 8"
"1258","84536B","Categoria 4"
"1259","22418","Categoria 4"
"1260","21758","Categoria 5"
"1261","82582","Categoria 3"
"1262","21356","Categoria 6"
"1263","21357","Categoria 2"
"1264","17107D","Categoria 7"
"1265","84306","Categoria 3"
"1266","22446","Categoria 3"
"1267","22447","Categoria 7"
"1268","84819","Categoria 4"
"1269","85176","Categoria 3"
"1270","21331","Categoria 2"
"1271","21590","Categoria 6"
"1272","22208","Categoria 8"
"1273","84708B","Categoria 6"
"1274","72807C","Categoria 5"
"1275","72807B","Categoria 8"
"1276","21692","Categoria 6"
"1277","22586","Categora 1"
"1278","20967","Categoria 5"
"1279","84327A","Categoria 2"
"1280","20975","Categoria 7"
"1281","22092","Categoria 8"
"1282","22214","Categoria 8"
"1283","71053","Categora 1"
"1284","85064","Categoria 2"
"1285","22426","Categoria 8"
"1286","22483","Categoria 8"
"1287","22501","Categoria 5"
"1288","22348","Categoria 7"
"1289","22094","Categoria 2"
"1290","22504","Categoria 8"
"1291","22637","Categoria 4"
"1292","72598","Categoria 5"
"1293","22425","Categoria 8"
"1294","22429","Categoria 7"
"1295","85055","Categoria 8"
"1296","37474","Categoria 6"
"1297","D","Categoria 8"
"1298","75011","Categora 1"
"1299","90039D","Categoria 5"
"1300","90039B","Categoria 8"
"1301","90040D","Categora 1"
"1302","90040B","Categoria 8"
"1303","90040A","Categoria 6"
"1304","90024D","Categoria 4"
"1305","90026A","Categoria 2"
"1306","90063A","Categoria 5"
"1307","90075","Categoria 8"
"1308","90135A","Categoria 4"
"1309","90157","Categoria 7"
"1310","90181A","Categoria 4"
"1311","15036","Categoria 6"
"1312","47593A","Categora 1"
"1313","22717","Categoria 8"
"1314","21638","Categoria 7"
"1315","22649","Categora 1"
"1316","90200D","Categoria 5"
"1317","90200E","Categoria 5"
"1318","90200C","Categoria 5"
"1319","90198A","Categoria 2"
"1320","90037B","Categoria 8"
"1321","90037C","Categoria 4"
"1322","21163","Categoria 8"
"1323","47504E","Categoria 6"
"1324","85124A","Categoria 4"
"1325","47598","Categoria 4"
"1326","37446","Categoria 8"
"1327","22502","Categoria 3"
"1328","22509","Categoria 6"
"1329","37475","Categoria 3"
"1330","21537","Categoria 7"
"1331","84782C","Categora 1"
"1332","20798","Categoria 8"
"1333","21714","Categoria 5"
"1334","22559","Categoria 4"
"1335","21253","Categoria 7"
"1336","20717","Categoria 7"
"1337","22310","Categora 1"
"1338","21528","Categoria 2"
"1339","21391","Categoria 3"
"1340","84840","Categoria 5"
"1341","85068","Categora 1"
"1342","20998","Categoria 2"
"1343","21924","Categoria 5"
"1344","21923","Categoria 2"
"1345","78124","Categora 1"
"1346","84843","Categoria 3"
"1347","21431","Categora 1"
"1348","21429","Categoria 6"
"1349","82095","Categoria 6"
"1350","84508B","Categoria 2"
"1351","84508C","Categoria 5"
"1352","85096","Categoria 5"
"1353","72750B","Categoria 6"
"1354","79067","Categoria 5"
"1355","17165D","Categoria 4"
"1356","22265","Categoria 6"
"1357","21657","Categora 1"
"1358","84763","Categoria 6"
"1359","82581","Categora 1"
"1360","82578","Categoria 8"
"1361","21905","Categoria 7"
"1362","21845","Categoria 2"
"1363","72802A","Categoria 6"
"1364","22548","Categoria 2"
"1365","22626","Categoria 5"
"1366","22494","Categoria 3"
"1367","21499","Categoria 8"
"1368","21323","Categora 1"
"1369","71038","Categoria 3"
"1370","84945","Categoria 2"
"1371","20676","Categora 1"
"1372","20675","Categoria 7"
"1373","84997D","Categoria 7"
"1374","84997A","Categoria 8"
"1375","21656","Categoria 6"
"1376","71477","Categoria 6"
"1377","22071","Categoria 6"
"1378","22454","Categoria 7"
"1379","22452","Categoria 8"
"1380","22453","Categoria 6"
"1381","21186","Categoria 6"
"1382","21191","Categoria 7"
"1383","21106","Categoria 4"
"1384","21109","Categoria 5"
"1385","22659","Categoria 5"
"1386","22705","Categoria 5"
"1387","72811","Categoria 7"
"1388","85054","Categoria 6"
"1389","84944","Categoria 7"
"1390","72812","Categoria 2"
"1391","22666","Categoria 8"
"1392","22691","Categoria 2"
"1393","85226A","Categora 1"
"1394","22400","Categoria 6"
"1395","84584","Categoria 6"
"1396","84658","Categora 1"
"1397","22692","Categoria 8"
"1398","22631","Categoria 6"
"1399","16048","Categoria 8"
"1400","85006","Categoria 8"
"1401","22445","Categoria 3"
"1402","21383","Categoria 8"
"1403","21675","Categoria 4"
"1404","22665","Categoria 7"
"1405","22667","Categoria 5"
"1406","21973","Categora 1"
"1407","82580","Categoria 7"
"1408","22230","Categoria 7"
"1409","22248","Categoria 6"
"1410","22759","Categoria 8"
"1411","21704","Categoria 4"
"1412","84715","Categora 1"
"1413","85230F","Categoria 7"
"1414","72140F","Categoria 4"
"1415","85203","Categoria 3"
"1416","20960","Categoria 3"
"1417","21640","Categora 1"
"1418","21653","Categoria 6"
"1419","21350","Categoria 5"
"1420","21351","Categoria 7"
"1421","22694","Categoria 6"
"1422","22593","Categoria 8"
"1423","22595","Categoria 5"
"1424","22602","Categoria 2"
"1425","22578","Categoria 2"
"1426","21055","Categora 1"
"1427","22742","Categora 1"
"1428","22752","Categoria 8"
"1429","21873","Categoria 2"
"1430","22588","Categoria 6"
"1431","85036B","Categoria 7"
"1432","85036C","Categoria 4"
"1433","15056P","Categora 1"
"1434","21354","Categoria 5"
"1435","84849B","Categoria 7"
"1436","22334","Categoria 4"
"1437","22333","Categora 1"
"1438","20724","Categora 1"
"1439","22355","Categoria 3"
"1440","21986","Categoria 3"
"1441","21488","Categoria 6"
"1442","85036A","Categoria 4"
"1443","40046A","Categoria 2"
"1444","84849D","Categoria 3"
"1445","22663","Categoria 3"
"1446","21642","Categora 1"
"1447","22301","Categoria 2"
"1448","20762","Categoria 2"
"1449","22300","Categoria 2"
"1450","22303","Categoria 8"
"1451","84558A","Categoria 7"
"1452","22037","Categoria 7"
"1453","22715","Categoria 4"
"1454","22709","Categoria 7"
"1455","22551","Categoria 6"
"1456","22652","Categoria 2"
"1457","22544","Categoria 8"
"1458","21906","Categora 1"
"1459","21645","Categoria 7"
"1460","22712","Categoria 8"
"1461","37342","Categoria 5"
"1462","21269","Categoria 4"
"1463","20831","Categoria 4"
"1464","20830","Categoria 3"
"1465","20677","Categoria 5"
"1466","20674","Categoria 4"
"1467","84929","Categoria 4"
"1468","82615","Categoria 4"
"1469","22150","Categora 1"
"1470","21349","Categoria 3"
"1471","84609","Categoria 4"
"1472","84616","Categoria 8"
"1473","21634","Categoria 6"
"1474","BANK CHARGES","Categoria 2"
"1475","47481","Categoria 4"
"1476","16218","Categoria 7"
"1477","20974","Categoria 7"
"1478","16258A","Categoria 6"
"1479","22562","Categora 1"
"1480","22564","Categoria 8"
"1481","21679","Categoria 2"
"1482","21726","Categoria 4"
"1483","84559A","Categoria 6"
"1484","84826","Categoria 5"
"1485","85071A","Categoria 2"
"1486","22587","Categoria 5"
"1487","22272","Categoria 8"
"1488","16033","Categoria 2"
"1489","21826","Categoria 5"
"1490","21827","Categoria 2"
"1491","84199","Categoria 2"
"1492","47594B","Categoria 2"
"1493","22661","Categora 1"
"1494","21364","Categoria 7"
"1495","21808","Categora 1"
"1496","71270","Categora 1"
"1497","84030E","Categoria 5"
"1498","84531A","Categoria 4"
"1499","84531B","Categoria 2"
"1500","22340","Categoria 8"
"1501","22339","Categoria 2"
"1502","22337","Categoria 8"
"1503","22049","Categoria 4"
"1504","85045","Categoria 4"
"1505","22580","Categoria 8"
"1506","22809","Categoria 4"
"1507","22307","Categoria 6"
"1508","22306","Categoria 4"
"1509","22577","Categoria 3"
"1510","22158","Categoria 2"
"1511","22687","Categoria 7"
"1512","22688","Categoria 8"
"1513","21821","Categora 1"
"1514","35970","Categoria 5"
"1515","22571","Categoria 2"
"1516","22581","Categoria 4"
"1517","22579","Categoria 4"
"1518","21806","Categoria 7"
"1519","22575","Categoria 2"
"1520","22674","Categoria 5"
"1521","22366","Categoria 2"
"1522","21187","Categoria 3"
"1523","22835","Categoria 5"
"1524","22751","Categoria 2"
"1525","22940","Categoria 7"
"1526","22748","Categoria 8"
"1527","22746","Categoria 6"
"1528","22757","Categoria 3"
"1529","22698","Categoria 5"
"1530","22697","Categoria 8"
"1531","21136","Categoria 5"
"1532","21135","Categoria 8"
"1533","22654","Categora 1"
"1534","22730","Categoria 2"
"1535","22726","Categora 1"
"1536","22939","Categoria 8"
"1537","22895","Categoria 3"
"1538","22897","Categoria 5"
"1539","22057","Categoria 2"
"1540","22044","Categoria 3"
"1541","22152","Categoria 4"
"1542","84406B","Categora 1"
"1543","22950","Categoria 7"
"1544","22944","Categoria 5"
"1545","22034","Categoria 3"
"1546","22042","Categoria 7"
"1547","22592","Categoria 6"
"1548","22689","Categoria 8"
"1549","22117","Categoria 7"
"1550","22685","Categoria 7"
"1551","22684","Categoria 8"
"1552","22683","Categoria 2"
"1553","22682","Categoria 4"
"1554","22681","Categoria 8"
"1555","22680","Categoria 8"
"1556","22679","Categoria 2"
"1557","22678","Categoria 8"
"1558","22677","Categoria 8"
"1559","22676","Categora 1"
"1560","22686","Categoria 7"
"1561","22699","Categoria 7"
"1562","22467","Categoria 8"
"1563","85094","Categora 1"
"1564","21982","Categoria 2"
"1565","79337","Categoria 4"
"1566","22753","Categoria 4"
"1567","22675","Categoria 5"
"1568","22065","Categoria 8"
"1569","22594","Categoria 6"
"1570","22727","Categoria 8"
"1571","22729","Categoria 6"
"1572","22363","Categoria 3"
"1573","22904","Categoria 6"
"1574","22903","Categora 1"
"1575","22905","Categoria 5"
"1576","22604","Categoria 7"
"1577","22641","Categora 1"
"1578","22639","Categoria 5"
"1579","21014","Categoria 8"
"1580","22043","Categoria 8"
"1581","22186","Categoria 5"
"1582","22576","Categoria 5"
"1583","22574","Categoria 5"
"1584","22573","Categoria 8"
"1585","22603","Categoria 6"
"1586","22601","Categoria 2"
"1587","22600","Categoria 4"
"1588","21017","Categora 1"
"1589","84352","Categoria 5"
"1590","22113","Categoria 2"
"1591","79144C","Categoria 8"
"1592","71403","Categoria 8"
"1593","22758","Categoria 6"
"1594","22530","Categoria 2"
"1595","22534","Categoria 6"
"1596","21610","Categoria 3"
"1597","22756","Categoria 8"
"1598","22130","Categoria 5"
"1599","22947","Categoria 8"
"1600","21744","Categoria 2"
"1601","84950","Categoria 5"
"1602","84754","Categoria 5"
"1603","22810","Categoria 8"
"1604","21803","Categoria 4"
"1605","21801","Categoria 3"
"1606","21802","Categoria 3"
"1607","22145","Categoria 4"
"1608","22945","Categoria 7"
"1609","72818","Categoria 3"
"1610","21820","Categoria 6"
"1611","22153","Categoria 4"
"1612","22154","Categoria 8"
"1613","22157","Categoria 8"
"1614","22533","Categoria 2"
"1615","84985A","Categoria 3"
"1616","21002","Categoria 3"
"1617","20617","Categoria 3"
"1618","21730","Categoria 3"
"1619","21285","Categoria 3"
"1620","84975","Categoria 5"
"1621","22553","Categoria 8"
"1622","22714","Categoria 6"
"1623","22706","Categoria 5"
"1624","84247C","Categoria 2"
"1625","84247E","Categoria 2"
"1626","22164","Categoria 2"
"1627","22589","Categoria 4"
"1628","22596","Categoria 6"
"1629","21009","Categora 1"
"1630","35958","Categora 1"
"1631","35961","Categoria 8"
"1632","21822","Categoria 3"
"1633","21805","Categoria 8"
"1634","21807","Categoria 3"
"1635","22572","Categoria 7"
"1636","21814","Categoria 5"
"1637","21815","Categoria 8"
"1638","21816","Categoria 4"
"1639","21352","Categoria 4"
"1640","22449","Categoria 8"
"1641","21043","Categoria 5"
"1642","21284","Categoria 5"
"1643","21147","Categoria 7"
"1644","62096A","Categoria 7"
"1645","22740","Categoria 7"
"1646","22807","Categoria 7"
"1647","18007","Categoria 8"
"1648","22526","Categoria 8"
"1649","16161P","Categora 1"
"1650","16236","Categoria 2"
"1651","21987","Categora 1"
"1652","22662","Categoria 5"
"1653","72800E","Categoria 7"
"1654","21207","Categora 1"
"1655","90212C","Categora 1"
"1656","90212B","Categoria 8"
"1657","90198B","Categoria 6"
"1658","90197B","Categoria 6"
"1659","90184A","Categoria 5"
"1660","90156","Categoria 3"
"1661","21211","Categoria 8"
"1662","90190B","Categoria 4"
"1663","90190C","Categoria 7"
"1664","90194","Categoria 2"
"1665","90144","Categoria 8"
"1666","90211B","Categoria 6"
"1667","90211A","Categora 1"
"1668","90155","Categoria 5"
"1669","90148","Categoria 2"
"1670","90185A","Categoria 8"
"1671","90185B","Categoria 5"
"1672","90185C","Categoria 8"
"1673","22119","Categoria 3"
"1674","21340","Categoria 8"
"1675","22497","Categoria 2"
"1676","22642","Categora 1"
"1677","22763","Categoria 7"
"1678","22731","Categoria 2"
"1679","22812","Categora 1"
"1680","21839","Categoria 2"
"1681","84947","Categoria 3"
"1682","84341B","Categoria 3"
"1683","22599","Categoria 7"
"1684","22732","Categoria 4"
"1685","21819","Categora 1"
"1686","21818","Categoria 6"
"1687","21817","Categoria 6"
"1688","22866","Categoria 7"
"1689","22741","Categoria 5"
"1690","22765","Categoria 2"
"1691","22664","Categoria 5"
"1692","22854","Categoria 5"
"1693","22702","Categoria 8"
"1694","22700","Categoria 7"
"1695","17001","Categoria 6"
"1696","37467","Categoria 8"
"1697","84854","Categoria 8"
"1698","21768","Categoria 8"
"1699","84766","Categora 1"
"1700","21707","Categoria 6"
"1701","21706","Categoria 6"
"1702","51008","Categoria 3"
"1703","22766","Categoria 6"
"1704","22767","Categoria 5"
"1705","22768","Categoria 5"
"1706","22834","Categoria 5"
"1707","22776","Categoria 3"
"1708","22778","Categoria 2"
"1709","22795","Categoria 5"
"1710","22841","Categoria 6"
"1711","22847","Categoria 3"
"1712","21742","Categoria 7"
"1713","22863","Categoria 2"
"1714","22892","Categoria 4"
"1715","22628","Categoria 3"
"1716","72815","Categoria 4"
"1717","35471A","Categoria 2"
"1718","21412","Categoria 6"
"1719","21144","Categoria 6"
"1720","22725","Categoria 4"
"1721","22862","Categoria 4"
"1722","22563","Categoria 3"
"1723","84968A","Categoria 8"
"1724","84968C","Categoria 7"
"1725","22338","Categoria 7"
"1726","22733","Categoria 6"
"1727","22118","Categoria 8"
"1728","84709B","Categoria 4"
"1729","85031B","Categoria 7"
"1730","84600","Categoria 4"
"1731","20878","Categoria 8"
"1732","20871","Categoria 4"
"1733","85084","Categoria 5"
"1734","22983","Categoria 4"
"1735","22896","Categora 1"
"1736","21071","Categoria 6"
"1737","21446","Categoria 6"
"1738","22632","Categora 1"
"1739","35832","Categoria 2"
"1740","22696","Categoria 5"
"1741","21107","Categora 1"
"1742","85199S","Categoria 3"
"1743","22419","Categoria 4"
"1744","22421","Categoria 4"
"1745","21832","Categora 1"
"1746","21677","Categoria 8"
"1747","22745","Categoria 7"
"1748","22747","Categoria 4"
"1749","21823","Categora 1"
"1750","21804","Categoria 2"
"1751","21556","Categoria 4"
"1752","22846","Categoria 4"
"1753","22840","Categoria 6"
"1754","22949","Categoria 2"
"1755","22774","Categoria 5"
"1756","22775","Categoria 8"
"1757","21824","Categora 1"
"1758","21825","Categoria 4"
"1759","22938","Categoria 2"
"1760","21562","Categora 1"
"1761","22852","Categoria 5"
"1762","22853","Categoria 8"
"1763","22653","Categoria 3"
"1764","22161","Categoria 3"
"1765","21011","Categoria 2"
"1766","22393","Categoria 8"
"1767","22735","Categoria 5"
"1768","21393","Categoria 6"
"1769","21392","Categoria 6"
"1770","21743","Categoria 3"
"1771","35957","Categora 1"
"1772","22943","Categora 1"
"1773","16012","Categora 1"
"1774","16011","Categoria 5"
"1775","22855","Categoria 7"
"1776","22695","Categoria 8"
"1777","22899","Categoria 3"
"1778","20950","Categoria 6"
"1779","85078","Categoria 2"
"1780","35969","Categoria 8"
"1781","35471D","Categoria 7"
"1782","22749","Categoria 7"
"1783","22470","Categoria 4"
"1784","22813","Categoria 8"
"1785","22451","Categoria 5"
"1786","22799","Categoria 5"
"1787","22295","Categoria 2"
"1788","21812","Categoria 7"
"1789","21809","Categoria 7"
"1790","21810","Categoria 5"
"1791","21811","Categoria 4"
"1792","22867","Categoria 3"
"1793","22163","Categoria 6"
"1794","21705","Categoria 3"
"1795","21879","Categora 1"
"1796","22796","Categoria 2"
"1797","84596E","Categoria 2"
"1798","22645","Categoria 8"
"1799","22422","Categoria 5"
"1800","22123","Categoria 2"
"1801","22851","Categoria 6"
"1802","22792","Categoria 6"
"1803","22755","Categoria 4"
"1804","22891","Categoria 4"
"1805","22801","Categoria 3"
"1806","22942","Categoria 7"
"1807","22690","Categoria 8"
"1808","22843","Categora 1"
"1809","22842","Categoria 6"
"1810","22821","Categoria 7"
"1811","21721","Categoria 7"
"1812","21720","Categoria 2"
"1813","47599B","Categoria 3"
"1814","22783","Categoria 7"
"1815","10135","Categora 1"
"1816","22803","Categora 1"
"1817","10125","Categoria 4"
"1818","82599","Categoria 6"
"1819","22794","Categoria 6"
"1820","22486","Categoria 2"
"1821","21447","Categoria 7"
"1822","85032A","Categoria 4"
"1823","22770","Categoria 4"
"1824","79144B","Categoria 8"
"1825","16238","Categoria 5"
"1826","84632","Categoria 7"
"1827","22771","Categoria 7"
"1828","84086C","Categoria 2"
"1829","22968","Categora 1"
"1830","85071C","Categoria 7"
"1831","21579","Categoria 7"
"1832","21576","Categoria 5"
"1833","85135B","Categoria 7"
"1834","85136A","Categoria 6"
"1835","85136C","Categoria 7"
"1836","22948","Categoria 7"
"1837","20668","Categoria 7"
"1838","35967","Categoria 8"
"1839","85032D","Categoria 5"
"1840","22844","Categoria 8"
"1841","22845","Categoria 8"
"1842","22848","Categoria 3"
"1843","22849","Categoria 8"
"1844","85227","Categoria 3"
"1845","22299","Categoria 8"
"1846","84849A","Categoria 3"
"1847","20966","Categoria 6"
"1848","84559B","Categoria 5"
"1849","22336","Categoria 6"
"1850","22769","Categora 1"
"1851","22788","Categoria 5"
"1852","22966","Categoria 5"
"1853","17091J","Categoria 8"
"1854","17012D","Categora 1"
"1855","17012B","Categoria 7"
"1856","17012E","Categoria 4"
"1857","17012F","Categoria 6"
"1858","22798","Categoria 6"
"1859","22800","Categora 1"
"1860","71279","Categora 1"
"1861","70006","Categoria 5"
"1862","72816","Categoria 7"
"1863","72817","Categora 1"
"1864","22960","Categoria 8"
"1865","22965","Categoria 8"
"1866","22961","Categoria 3"
"1867","72780","Categoria 6"
"1868","21617","Categoria 2"
"1869","22102","Categoria 8"
"1870","84913B","Categoria 2"
"1871","22957","Categoria 4"
"1872","22969","Categoria 8"
"1873","22722","Categoria 6"
"1874","20795","Categoria 7"
"1875","84976","Categoria 7"
"1876","22181","Categoria 6"
"1877","22937","Categoria 6"
"1878","16206B","Categoria 3"
"1879","16052","Categoria 6"
"1880","22986","Categoria 5"
"1881","22985","Categoria 8"
"1882","21518","Categoria 5"
"1883","22167","Categoria 2"
"1884","21332","Categoria 2"
"1885","85035C","Categoria 5"
"1886","84688","Categoria 6"
"1887","85039A","Categoria 2"
"1888","85040A","Categoria 6"
"1889","22137","Categoria 7"
"1890","20985","Categoria 6"
"1891","84625A","Categoria 3"
"1892","85116","Categora 1"
"1893","85053","Categoria 8"
"1894","85206A","Categoria 3"
"1895","21460","Categoria 7"
"1896","21459","Categora 1"
"1897","22099","Categoria 3"
"1898","23232","Categora 1"
"1899","22614","Categora 1"
"1900","22972","Categoria 2"
"1901","22975","Categoria 3"
"1902","22974","Categora 1"
"1903","22977","Categoria 2"
"1904","22261","Categora 1"
"1905","22967","Categoria 8"
"1906","22750","Categoria 8"
"1907","85015","Categora 1"
"1908","85032B","Categoria 5"
"1909","20622","Categora 1"
"1910","20803","Categoria 8"
"1911","22964","Categoria 8"
"1912","22129","Categoria 5"
"1913","22693","Categoria 2"
"1914","22262","Categoria 8"
"1915","22341","Categoria 4"
"1916","22808","Categora 1"
"1917","21251","Categoria 7"
"1918","21713","Categoria 8"
"1919","84712B","Categoria 6"
"1920","84637","Categoria 2"
"1921","84638","Categoria 6"
"1922","84563A","Categoria 6"
"1923","84581","Categoria 7"
"1924","23184","Categoria 3"
